site_id,site_name,receiving_watercourse,event_start,event_end,duration_hours
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T11:31:36+00:00,2025-01-05T11:31:45+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T11:36:39+00:00,2025-01-05T11:36:47+00:00,0.0022
WXW01111,TETBURY INLET,RIVER AVON,2025-01-05T11:40:00+00:00,2025-01-05T11:41:00+00:00,0.0167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T11:41:43+00:00,2025-01-05T11:41:52+00:00,0.0025
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T11:44:00+00:00,2025-01-05T11:48:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T11:46:37+00:00,2025-01-05T11:46:45+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T11:50:40+00:00,2025-01-05T11:50:49+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T11:55:34+00:00,2025-01-05T11:55:43+00:00,0.0025
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T11:58:00+00:00,2025-01-05T12:02:00+00:00,0.0667
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-01-05T12:00:00+00:00,2025-01-05T12:45:00+00:00,0.75
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:00:56+00:00,2025-01-05T12:01:05+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:06:56+00:00,2025-01-05T12:07:04+00:00,0.0022
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-05T12:12:00+00:00,2025-01-05T12:14:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:13:04+00:00,2025-01-05T12:13:13+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:19:43+00:00,2025-01-05T12:19:51+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:27:08+00:00,2025-01-05T12:27:17+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:34:41+00:00,2025-01-05T12:34:49+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:41:42+00:00,2025-01-05T12:41:51+00:00,0.0025
WXW01111,TETBURY INLET,RIVER AVON,2025-01-05T12:46:00+00:00,2025-01-05T13:04:00+00:00,0.3
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:48:24+00:00,2025-01-05T12:48:33+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T12:56:23+00:00,2025-01-05T12:56:31+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:03:58+00:00,2025-01-05T13:04:07+00:00,0.0025
WXW01111,TETBURY INLET,RIVER AVON,2025-01-05T13:05:00+00:00,2025-01-05T13:10:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:11:15+00:00,2025-01-05T13:11:23+00:00,0.0022
WXW01111,TETBURY INLET,RIVER AVON,2025-01-05T13:12:00+00:00,2025-01-05T13:19:00+00:00,0.1167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:18:05+00:00,2025-01-05T13:18:14+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:26:33+00:00,2025-01-05T13:26:42+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:34:55+00:00,2025-01-05T13:35:03+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:43:23+00:00,2025-01-05T13:43:31+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T13:53:14+00:00,2025-01-05T13:53:23+00:00,0.0025
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T14:00:00+00:00,2025-01-05T14:22:00+00:00,0.3667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T14:02:57+00:00,2025-01-05T14:03:05+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T14:12:51+00:00,2025-01-05T14:12:59+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T14:23:50+00:00,2025-01-05T14:23:58+00:00,0.0022
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T14:24:00+00:00,2025-01-05T14:26:00+00:00,0.0333
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-05T14:28:00+00:00,2025-01-05T14:50:00+00:00,0.3667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T14:34:48+00:00,2025-01-05T14:34:56+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T14:45:48+00:00,2025-01-05T14:45:56+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T14:56:22+00:00,2025-01-05T14:56:30+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T15:06:47+00:00,2025-01-05T15:06:55+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T15:18:23+00:00,2025-01-05T15:18:31+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T15:28:59+00:00,2025-01-05T15:29:07+00:00,0.0022
WXW00708,MELKSHAM STORM TANK,RIVER AVON,2025-01-05T15:34:00+00:00,2025-01-06T01:42:00+00:00,10.1333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T15:40:03+00:00,2025-01-05T15:40:11+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T15:52:04+00:00,2025-01-05T15:52:12+00:00,0.0022
WXW00707,MELKSHAM INLET,RIVER AVON,2025-01-05T16:02:00+00:00,2025-01-07T23:04:00+00:00,55.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T16:05:01+00:00,2025-01-05T16:05:10+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T16:17:22+00:00,2025-01-05T16:17:30+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T16:28:45+00:00,2025-01-05T16:28:54+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T16:41:29+00:00,2025-01-05T16:41:37+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T16:54:36+00:00,2025-01-05T16:54:43+00:00,0.0019
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T17:03:00+00:00,2025-01-05T18:46:00+00:00,1.7167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T17:08:36+00:00,2025-01-05T17:08:45+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T17:22:52+00:00,2025-01-05T17:23:00+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T17:35:42+00:00,2025-01-05T17:35:50+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T17:48:24+00:00,2025-01-05T17:48:33+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T18:02:53+00:00,2025-01-05T18:03:02+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T18:17:21+00:00,2025-01-05T18:17:29+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T18:31:46+00:00,2025-01-05T18:31:55+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T18:40:50+00:00,2025-01-05T18:40:58+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T18:48:00+00:00,2025-01-05T19:01:00+00:00,0.2167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T18:53:42+00:00,2025-01-05T18:53:51+00:00,0.0025
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T19:02:00+00:00,2025-01-05T19:09:00+00:00,0.1167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T19:04:59+00:00,2025-01-05T19:05:07+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T19:10:00+00:00,2025-01-05T19:26:00+00:00,0.2667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T19:17:28+00:00,2025-01-05T19:17:36+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T19:27:00+00:00,2025-01-05T20:21:00+00:00,0.9
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T19:31:05+00:00,2025-01-05T19:31:13+00:00,0.0022
WXW00635,BATH KENSINGTON MEADOWS BUS DEPOT STORM TANK,RIVER AVON,2025-01-05T19:35:00+00:00,2025-01-05T19:40:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T19:44:45+00:00,2025-01-05T19:44:53+00:00,0.0022
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-01-05T19:55:00+00:00,2025-01-05T20:00:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T19:58:16+00:00,2025-01-05T19:58:24+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T20:12:40+00:00,2025-01-05T20:12:48+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T20:22:00+00:00,2025-01-05T20:53:00+00:00,0.5167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T20:27:56+00:00,2025-01-05T20:28:04+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T20:45:03+00:00,2025-01-05T20:45:12+00:00,0.0025
WXW00635,BATH KENSINGTON MEADOWS BUS DEPOT STORM TANK,RIVER AVON,2025-01-05T20:50:00+00:00,2025-01-05T21:55:00+00:00,1.0833
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-01-05T20:50:00+00:00,2025-01-05T20:56:00+00:00,0.1
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T20:55:00+00:00,2025-01-05T22:38:00+00:00,1.7167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T20:58:12+00:00,2025-01-05T20:58:20+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T21:10:22+00:00,2025-01-05T21:10:30+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T21:17:13+00:00,2025-01-05T21:17:23+00:00,0.0028
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T21:24:08+00:00,2025-01-05T21:24:17+00:00,0.0025
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-01-05T21:30:00+00:00,2025-01-05T22:15:00+00:00,0.75
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T21:31:34+00:00,2025-01-05T21:31:42+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T21:41:53+00:00,2025-01-05T21:42:01+00:00,0.0022
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-01-05T21:44:00+00:00,2025-01-05T21:56:00+00:00,0.2
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T21:55:30+00:00,2025-01-05T21:55:37+00:00,0.0019
WXW00635,BATH KENSINGTON MEADOWS BUS DEPOT STORM TANK,RIVER AVON,2025-01-05T22:00:00+00:00,2025-01-05T22:50:00+00:00,0.8333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T22:11:20+00:00,2025-01-05T22:11:28+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T22:20:00+00:00,2025-01-05T22:20:09+00:00,0.0025
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-01-05T22:28:00+00:00,2025-01-05T23:24:00+00:00,0.9333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T22:28:53+00:00,2025-01-05T22:29:01+00:00,0.0022
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-01-05T22:30:00+00:00,2025-01-06T00:15:00+00:00,1.75
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T22:39:00+00:00,2025-01-05T23:18:00+00:00,0.65
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T22:41:12+00:00,2025-01-05T22:41:21+00:00,0.0025
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-01-05T22:45:00+00:00,2025-01-05T23:30:00+00:00,0.75
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T22:58:32+00:00,2025-01-05T22:58:40+00:00,0.0022
WXW00635,BATH KENSINGTON MEADOWS BUS DEPOT STORM TANK,RIVER AVON,2025-01-05T23:00:00+00:00,2025-01-06T23:20:00+00:00,24.3333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T23:17:41+00:00,2025-01-05T23:17:49+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T23:19:00+00:00,2025-01-05T23:25:00+00:00,0.1
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T23:26:00+00:00,2025-01-05T23:33:00+00:00,0.1167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T23:36:00+00:00,2025-01-05T23:41:00+00:00,0.0833
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-05T23:40:10+00:00,2025-01-05T23:40:18+00:00,0.0022
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T23:43:00+00:00,2025-01-05T23:50:00+00:00,0.1167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-05T23:52:00+00:00,2025-01-05T23:58:00+00:00,0.1
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-01-06T00:00:00+00:00,2025-01-07T14:39:00+00:00,38.65
WXW15638,MANNINGFORD NO 4  PS PEWSEY,RIVER AVON,2025-01-06T00:00:00+00:00,2025-01-06T23:50:00+00:00,23.8333
WXW00591,KEYNSHAM STORM TANK,RIVER AVON,2025-01-06T00:08:00+00:00,2025-01-07T00:28:00+00:00,24.3333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T00:10:12+00:00,2025-01-06T00:10:20+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T00:30:07+00:00,2025-01-06T00:30:16+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T00:47:53+00:00,2025-01-06T00:48:01+00:00,0.0022
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:07:03+00:00,2025-01-06T01:07:11+00:00,0.0022
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-01-06T01:10:00+00:00,2025-01-06T01:16:00+00:00,0.1
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-01-06T01:12:00+00:00,2025-01-06T14:10:00+00:00,12.9667
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-01-06T01:12:00+00:00,2025-01-06T03:18:00+00:00,2.1
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-01-06T01:12:00+00:00,2025-01-06T02:04:00+00:00,0.8667
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-01-06T01:12:00+00:00,2025-01-06T01:28:00+00:00,0.2667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:13:47+00:00,2025-01-06T01:13:57+00:00,0.0028
WXW00119,BATH BECKHAMPTON ROAD O/S NO 50,RIVER AVON VIA SWS,2025-01-06T01:14:00+00:00,2025-01-06T01:26:00+00:00,0.2
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-01-06T01:14:00+00:00,2025-01-06T03:12:00+00:00,1.9667
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-01-06T01:14:00+00:00,2025-01-06T01:50:00+00:00,0.6
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-01-06T01:14:00+00:00,2025-01-06T12:00:00+00:00,10.7667
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-01-06T01:15:00+00:00,2025-01-06T09:30:00+00:00,8.25
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-01-06T01:15:00+00:00,2025-01-06T02:55:00+00:00,1.6667
WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,2025-01-06T01:16:00+00:00,2025-01-06T01:48:00+00:00,0.5333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-06T01:16:00+00:00,2025-01-06T01:20:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:16:56+00:00,2025-01-06T01:17:05+00:00,0.0025
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-01-06T01:18:00+00:00,2025-01-06T01:22:00+00:00,0.0667
WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-01-06T01:18:00+00:00,2025-01-06T02:00:00+00:00,0.7
WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,2025-01-06T01:18:00+00:00,2025-01-06T01:20:00+00:00,0.0333
WXW00636,BATH BATHEASTON BY-PASS,RIVER AVON VIA SWS,2025-01-06T01:18:00+00:00,2025-01-06T15:34:00+00:00,14.2667
WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,2025-01-06T01:20:00+00:00,2025-01-06T02:30:00+00:00,1.1667
WXW01257,BATH WIDCOMBE BAPTIST CHURCH AT REAR CLAVERTON,RIVER AVON,2025-01-06T01:20:00+00:00,2025-01-06T02:26:00+00:00,1.1
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-01-06T01:20:00+00:00,2025-01-06T02:12:00+00:00,0.8667
WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,2025-01-06T01:20:00+00:00,2025-01-06T01:40:00+00:00,0.3333
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-01-06T01:20:00+00:00,2025-01-06T02:00:00+00:00,0.6667
WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,2025-01-06T01:20:00+00:00,2025-01-06T01:46:00+00:00,0.4333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:20:01+00:00,2025-01-06T01:20:12+00:00,0.0031
WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,2025-01-06T01:22:00+00:00,2025-01-06T01:32:00+00:00,0.1667
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-06T01:22:00+00:00,2025-01-06T01:38:00+00:00,0.2667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:22:57+00:00,2025-01-06T01:23:09+00:00,0.0033
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-01-06T01:23:00+00:00,2025-01-06T02:34:00+00:00,1.1833
WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,2025-01-06T01:24:00+00:00,2025-01-06T01:44:00+00:00,0.3333
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-01-06T01:25:00+00:00,2025-01-06T10:25:00+00:00,9.0
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:25:36+00:00,2025-01-06T01:25:48+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:28:00+00:00,2025-01-06T01:28:13+00:00,0.0036
WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,2025-01-06T01:28:00+00:00,2025-01-06T01:30:00+00:00,0.0333
WXW00651,BRISTOL HANHAM LOWER HANHAM ROAD,RIVER AVON (VIA SWS),2025-01-06T01:30:00+00:00,2025-01-06T01:40:00+00:00,0.1667
WXW01283,BRADFORD-ON-AVON SPRING FIELD WOOLLEY ST JUNCTION,RIVER AVON (VIA SWS),2025-01-06T01:30:00+00:00,2025-01-06T01:50:00+00:00,0.3333
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-01-06T01:30:00+00:00,2025-01-06T21:45:00+00:00,20.25
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-01-06T01:30:00+00:00,2025-01-06T01:34:00+00:00,0.0667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:30:12+00:00,2025-01-06T01:30:25+00:00,0.0036
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:32:15+00:00,2025-01-06T01:32:27+00:00,0.0033
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-01-06T01:34:00+00:00,2025-01-06T01:36:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:34:14+00:00,2025-01-06T01:34:27+00:00,0.0036
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:36:11+00:00,2025-01-06T01:36:23+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:38:05+00:00,2025-01-06T01:38:17+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:39:59+00:00,2025-01-06T01:40:12+00:00,0.0036
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-06T01:40:00+00:00,2025-01-06T01:48:00+00:00,0.1333
WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,2025-01-06T01:41:00+00:00,2025-01-06T03:19:00+00:00,1.6333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:41:57+00:00,2025-01-06T01:42:09+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:43:52+00:00,2025-01-06T01:44:05+00:00,0.0036
WXW00708,MELKSHAM STORM TANK,RIVER AVON,2025-01-06T01:44:00+00:00,2025-01-06T04:06:00+00:00,2.3667
WXW00619,BATH LANSDOWN LANE / HIGH STREET JUNCTION WESTON,RIVER AVON VIA SWS,2025-01-06T01:44:00+00:00,2025-01-06T02:16:00+00:00,0.5333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:45:44+00:00,2025-01-06T01:45:56+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:47:36+00:00,2025-01-06T01:47:48+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:49:32+00:00,2025-01-06T01:49:44+00:00,0.0033
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-01-06T01:50:00+00:00,2025-01-06T02:09:00+00:00,0.3167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:51:27+00:00,2025-01-06T01:51:39+00:00,0.0033
WXW01111,TETBURY INLET,RIVER AVON,2025-01-06T01:53:00+00:00,2025-01-06T03:31:00+00:00,1.6333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:53:21+00:00,2025-01-06T01:53:34+00:00,0.0036
WXW01239,BATH TECHNOLOGY HOUSE,RIVER AVON,2025-01-06T01:55:00+00:00,2025-01-06T22:10:00+00:00,20.25
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:55:15+00:00,2025-01-06T01:55:28+00:00,0.0036
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-06T01:56:00+00:00,2025-01-06T02:02:00+00:00,0.1
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:57:04+00:00,2025-01-06T01:57:16+00:00,0.0033
WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,2025-01-06T01:58:00+00:00,2025-01-06T02:14:00+00:00,0.2667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T01:58:52+00:00,2025-01-06T01:59:04+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T02:00:45+00:00,2025-01-06T02:00:57+00:00,0.0033
WXW00721,BATH MIDLAND ROAD TWERTON,RIVER AVON,2025-01-06T02:02:00+00:00,2025-01-07T02:13:00+00:00,24.1833
WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-01-06T02:02:00+00:00,2025-01-06T02:26:00+00:00,0.4
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-01-06T02:02:00+00:00,2025-01-06T02:14:00+00:00,0.2
WXW00730,BATHAMPTON MILL LANE,RIVER AVON,2025-01-06T02:02:00+00:00,2025-01-06T13:52:00+00:00,11.8333
WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,2025-01-06T02:02:00+00:00,2025-01-06T13:10:00+00:00,11.1333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T02:02:38+00:00,2025-01-06T02:02:50+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T02:04:29+00:00,2025-01-06T02:04:41+00:00,0.0033
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T02:06:21+00:00,2025-01-06T02:06:33+00:00,0.0033
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-01-06T02:08:00+00:00,2025-01-06T02:18:00+00:00,0.1667
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-01-06T02:08:00+00:00,2025-01-06T02:10:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T02:08:15+00:00,2025-01-06T02:08:28+00:00,0.0036
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-01-06T02:10:11+00:00,2025-01-06T02:10:23+00:00,0.0033
WXW00851,BRISTOL PEMBROKE ROAD NO 19,RIVER AVON VIA SWS,2025-01-06T02:12:00+00:00,2025-01-06T02:20:00+00:00,0.1333
